score,gate,idx,type,label,head,head_type,tail,tail_type,head_start,head_end,tail_start,tail_end,train_type_freq,unique_source_count,weighted_support,trigger_score,trigger_hits,base_sample_rel_count,sources,context
5.3,review,326,QTL-LOI-TRT,LOI,One major QTL,QTL,FT,TRT,0,13,18,20,224,2,0.5,0,,2,submit_ensemble.json;submit_v7_cicl_v2.json,One major QTL for FT was identified on LG6 across all environments. The LOD scores for FT ranged from 3.25 to 13.64.
5.3,review,371,QTL-LOI-TRT,LOI,QTLs,QTL,salt tolerance index (STI),TRT,3,7,33,59,224,2,0.5,0,,6,submit_ensemble.json;submit_v6_rag.json,"53 QTLs for six traits and their salt tolerance index (STI) were detected under both conditions. Phenotypic variation explained (PVE) ranged from 4.16% to 20.42%. Six QTLs (qTB6, qSFW9, qJW9, qBrix2, qBrix10, qSTI-Brix9) we"
5.3,review,98,QTL-LOI-TRT,LOI,qCLS9.1,QTL,disease score variation,TRT,100,107,170,193,224,2,0.5,0,,6,submit_v10_gemini.json;submit_v5.json,"CEDG304 on LG9 of yardlong bean associated with resistance. ICIM identified a major QTL, qCLS9.1, for resistance on LG9. qCLS9.1 accounted for 25.40-89.26% of disease score variation. qCLS9.1 is likely the same as QTL ALS10.1 conferring resistance to angular leaf spot disease in common bean."
5.3,review,337,QTL-LOI-TRT,LOI,qSNN-3,QTL,SN,TRT,336,342,337,339,224,2,0.5,0,,13,submit_v11_nano.json;submit_v2.json,ot number (RN) in both normal and salinity treatments. Two major stable pleiotropic QTLs (qSNN-3 and qLWS-3) associated with stomata number (SN) and LW appeared promising for marker-assisted selection (MAS).
5.275,review,297,MRK-LOI-GENE,LOI,marker,MRK,rym11,GENE,73,79,100,105,22,4,1.0,1,interval,0,submit_v2.json;submit_v5.json;submit_v9_clean.json;submit_v9_targeted.json,The genetic interval was narrowed from 10.72% to 0.074% recombination. A marker co-segregating with rym11 was developed for gene isolation and marker-assisted selection.
5.275,review,111,CROSS-CON-CROSS,CON,natural population,CROSS,mapping population,CROSS,192,210,274,292,2,3,0.75,2,"population,derived",3,submit_optimized.json;submit_v3.json;submit_v4.json,r PW and qPH5-2 for PH were verified via correlation analysis of markers to traits in the natural population and the advanced generation population AJF(5) derived from the mapping population by single seed descent.
5.275,review,162,BM-AFF-GENE,AFF,Genomic selection,BM,resistance genes,GENE,0,17,192,208,2,3,0.75,2,"association,resistance",0,submit_optimized.json;submit_v3.json;submit_v4.json,"Genomic selection (GS), quantitative trait loci (QTL) mapping, marker-assisted-selection (MAS), genome-wide association studies (GWAS), and CRISPR/Cas9 gene editing help pinpoint and activate resistance genes. CRISPR/Cas9 allows precise modifications that can trigger plant defence mechanisms."
5.275,review,162,BM-AFF-GENE,AFF,marker-assisted-selection,BM,resistance genes,GENE,63,88,192,208,2,3,0.75,2,"association,resistance",0,submit_optimized.json;submit_v3.json;submit_v4.json,"Genomic selection (GS), quantitative trait loci (QTL) mapping, marker-assisted-selection (MAS), genome-wide association studies (GWAS), and CRISPR/Cas9 gene editing help pinpoint and activate resistance genes. CRISPR/Cas9 allows precise modifications that can trigger plant defence mechanisms."
5.275,review,162,BM-AFF-GENE,AFF,genome-wide association studies,BM,resistance genes,GENE,96,127,192,208,2,3,0.75,2,"association,resistance",0,submit_optimized.json;submit_v3.json;submit_v4.json,"c selection (GS), quantitative trait loci (QTL) mapping, marker-assisted-selection (MAS), genome-wide association studies (GWAS), and CRISPR/Cas9 gene editing help pinpoint and activate resistance genes. CRISPR/Cas9 allows precise modifications that can trigger plant defence mechanisms."
5.275,review,337,BM-USE-QTL,USE,marker-assisted selection,BM,qSNN-3,QTL,421,446,336,342,2,3,0.75,2,"marker-assisted,selection",13,submit_optimized.json;submit_v3.json;submit_v4.json,ot number (RN) in both normal and salinity treatments. Two major stable pleiotropic QTLs (qSNN-3 and qLWS-3) associated with stomata number (SN) and LW appeared promising for marker-assisted selection (MAS).
5.275,review,337,BM-USE-QTL,USE,marker-assisted selection,BM,qLWS-3,QTL,421,446,347,353,2,3,0.75,2,"marker-assisted,selection",13,submit_optimized.json;submit_v3.json;submit_v4.json,RN) in both normal and salinity treatments. Two major stable pleiotropic QTLs (qSNN-3 and qLWS-3) associated with stomata number (SN) and LW appeared promising for marker-assisted selection (MAS).
5.275,review,239,CROSS-CON-CROSS,CON,F1 hybrids,CROSS,crosses,CROSS,177,187,193,200,2,3,0.75,2,"population,cross",0,submit_sc_gemini.json;submit_v20_verB_v19_sc.json;submit_v20_verF_sc_only.json,"sis generated 66,265 SNP markers. The markers were used to predict the performance of 204 F1 hybrids from crosses. Additive and dominance models were constructed and tested using training population sizes and cross-validation."
5.275,review,20,GENE-CON-CROSS,CON,Pc45,GENE,'AC Morgan'/Pc45,CROSS,0,4,32,48,2,3,0.75,2,"population,cross",0,submit_v38_llm_no_rel.json;submit_v38_llm_qtl.json;submit_v38_llm_strict.json,Pc45 was studied in the crosses 'AC Morgan'/Pc45 and 'Kasztan'/Pc45. F-2 progenies and F-2:3 families of both populations were inoculated with crown rust isolate CR258 (race NTGG). Single gene segregation ratios were obser
5.275,review,20,GENE-CON-CROSS,CON,Pc45,GENE,'Kasztan'/Pc45,CROSS,0,4,53,67,2,3,0.75,2,"population,cross",0,submit_v38_llm_no_rel.json;submit_v38_llm_qtl.json;submit_v38_llm_strict.json,Pc45 was studied in the crosses 'AC Morgan'/Pc45 and 'Kasztan'/Pc45. F-2 progenies and F-2:3 families of both populations were inoculated with crown rust isolate CR258 (race NTGG). Single gene segregation ratios were observed.
5.275,review,82,CROSS-CON-CROSS,CON,Tx623A x S722,CROSS,recombinant inbred lines (RILs),CROSS,57,70,81,112,2,3,0.75,2,"contains,cross",0,submit_v38_llm_no_rel.json;submit_v38_llm_qtl.json;submit_v38_llm_strict.json,"A high-density genetic map was constructed for the cross Tx623A x S722 using 103 recombinant inbred lines (RILs). The map contains 1610 markers and spans 2329 cM. QTL mapping identified 19 QTLs: two for plant height (PH), three for stem diameter (SD), four for tiller num"
5.275,review,67,GENE-LOI-CROP,LOI,HAK/KUP/KT proteins,GENE,Setaria italica,CROP,12,31,57,72,2,3,0.75,2,"chromosome,chr",1,submit_v43_llm_boost.json;submit_v43_llm_full_valid.json;submit_v43_llm_medium.json,29 putative HAK/KUP/KT proteins were identified from the Setaria italica genome database. These genes were distributed in seven chromosomes of foxtail millet.
5.275,review,164,CROP-CON-VAR,CON,sorghum,CROP,both cultivars,VAR,119,126,196,210,222,2,0.5,0,,4,submit_ensemble.json;submit_v6_rag.json,"ifferentially expressed genes in alkali-tolerant Z14 to reveal the molecular mechanism of sorghum response to alkali stress. Plant height, root length, and biomass of both cultivars decreased under 80 mM NaHCO3 treatment, but Z14 showed better water retention."
5.275,review,170,CROP-CON-VAR,CON,oat,CROP,germplasm resources,VAR,35,38,39,58,222,2,0.5,0,,6,submit_ensemble.json;submit_v7_cicl_v2.json,"The saline-alkali tolerance of 524 oat germplasm resources was evaluated using culture-dish germination and field identification methods. Saline-alkali stress inhibited the germination potential, germination rate, and shoot and r"
5.275,review,355,CROP-CON-VAR,CON,qingke,CROP,cv. Zangqing320,VAR,28,34,134,149,222,2,0.5,0,,3,submit_ensemble.json;submit_v7_cicl_v2.json,"Genome comparison using the qingke reference revealed a close genetic relationship between hulled barley cv. Morex and hulless barley cv. Zangqing320. The relationship is supported by low-diversity regions in the two genomes. Considering Morex's breeding pedigree origin, a close genomic relationship exists between modern c"
5.275,review,393,CROP-CON-VAR,CON,sweet sorghum,CROP,Dry ancestral haplotypes,VAR,58,71,170,194,222,2,0.5,0,,2,submit_ensemble.json;submit_v7_cicl_v2.json,"Dry was deleted or acquired loss-of-function mutations in sweet sorghum, resulting in cell collapse and altered secondary cell wall composition in the stem. Twenty-three Dry ancestral haplotypes, all with dry, pithy stems, were found among wild sorghum and wild sorghum relatives."
5.275,review,301,CROP-CON-VAR,CON,broomcorn millet,CROP,wild progenitor,VAR,17,33,54,69,222,2,0.5,0,,0,submit_v2.json;submit_v5.json,The domesticated broomcorn millet originated from its wild progenitor in China. A graph-based pangenome of broomcorn millet was constructed from long-read genome assemblies of 32 accessions.
5.275,review,8,CROP-CON-VAR,CON,foxtail millet,CROP,'Canggu 5',VAR,22,36,241,251,222,2,0.5,0,,1,submit_v43_llm_boost.json;submit_v43_llm_full_valid.json,"A winter wheat-summer foxtail millet-winter wheat rotation is typical, so early maturity of foxtail millet is critical. The objective was to develop a summer foxtail millet cultivar with early maturity and promising agronomical performance. 'Canggu 5' (Reg."
5.2625,review,367,VAR-USE-BM,USE,wild types,VAR,Transcriptome sequencing,BM,244,254,165,189,41,5,1.25,0,,7,submit_v10_gemini.json;submit_v21_elite.json;submit_v30_safe.json;submit_v30_supported_alltypes.json;submit_v30_ultrasafe.json,ought resistance of sinrx1 mutants was identified at the germination and seedling stages. Transcriptome sequencing and DIA quantitative proteomics of sinrx1 mutants and wild types under drought and control conditions at the seedling stage were performed to analyze the molecular mechanism of SiNRX1 regulating drought resistance.
5.2625,review,187,CROP-CON-CROP,CON,maize,CROP,rice,CROP,115,120,125,129,21,4,1.0,1,cross,0,submit_v38_llm_highconf.json;submit_v38_llm_no_rel.json;submit_v38_llm_qtl.json;submit_v38_llm_strict.json,ologous genes were conserved across species for drought tolerance. Over 50% of identified maize and rice genes were responsive to drought and salt stresses and were co-located within multifunctional QTLs.
5.2625,review,327,CROP-CON-CROP,CON,tetraploid,CROP,Avena species,CROP,195,205,231,244,21,4,1.0,1,cross,0,submit_v38_llm_highconf.json;submit_v38_llm_no_rel.json;submit_v38_llm_qtl.json;submit_v38_llm_strict.json,"ocations, unlike wheat. We aimed to show genome structural diversity and relationships in tetraploid, hexaploid and octoploid Avena species and amphiploids, establishing patterns of intergenomic translocations across oat taxa using FISH with repetitive DNA sequences: pAs120, AF226603, Ast-R171 and Ast-T116."
5.2625,review,327,CROP-CON-CROP,CON,hexaploid,CROP,Avena species,CROP,207,216,231,244,21,4,1.0,1,cross,0,submit_v38_llm_highconf.json;submit_v38_llm_no_rel.json;submit_v38_llm_qtl.json;submit_v38_llm_strict.json,"like wheat. We aimed to show genome structural diversity and relationships in tetraploid, hexaploid and octoploid Avena species and amphiploids, establishing patterns of intergenomic translocations across oat taxa using FISH with repetitive DNA sequences: pAs120, AF226603, Ast-R171 and Ast-T116."
5.2625,review,327,CROP-CON-CROP,CON,octoploid,CROP,Avena species,CROP,221,230,231,244,21,4,1.0,1,cross,0,submit_v38_llm_highconf.json;submit_v38_llm_no_rel.json;submit_v38_llm_qtl.json;submit_v38_llm_strict.json,"aimed to show genome structural diversity and relationships in tetraploid, hexaploid and octoploid Avena species and amphiploids, establishing patterns of intergenomic translocations across oat taxa using FISH with repetitive DNA sequences: pAs120, AF226603, Ast-R171 and Ast-T116."
5.2625,review,115,CROP-OCI-GST,OCI,broomcorn millet,CROP,filling,GST,177,193,159,166,1,3,0.75,2,"during,stage",0,submit_optimized.json;submit_v3.json;submit_v4.json,"nd 84 and 180 candidate genes related to improvement, were identified at the seedling and filling stages of broomcorn millet, respectively. Genes related to metabolites, stress resistance, and plant hormones were widely selected during domestication and improvement. Some genes were exclusively sel"
5.2625,review,395,VAR-OCI-GST,OCI,B140,VAR,growth stages,GST,400,404,371,384,1,3,0.75,2,"expression,stage",0,submit_optimized.json;submit_v3.json;submit_v4.json,ir expression was tissue-specific. The expression levels of qSD12 were low throughout all growth stages and tissues in B140.
5.2625,review,239,BM-USE-CROSS,USE,randomized complete block design,BM,F1 hybrids,CROSS,35,67,177,187,1,3,0.75,2,"used,using",0,submit_sc_gemini.json;submit_v20_verB_v19_sc.json;submit_v20_verF_sc_only.json,"The hybrids were evaluated using a randomized complete block design. The sequence analysis generated 66,265 SNP markers. The markers were used to predict the performance of 204 F1 hybrids from crosses. Additive and dominance models were constructed and tested using training population sizes and cross-validation."
5.2625,review,239,BM-USE-CROSS,USE,Additive and dominance models,BM,F1 hybrids,CROSS,202,231,177,187,1,3,0.75,2,"used,using",0,submit_sc_gemini.json;submit_v20_verB_v19_sc.json;submit_v20_verF_sc_only.json,"sis generated 66,265 SNP markers. The markers were used to predict the performance of 204 F1 hybrids from crosses. Additive and dominance models were constructed and tested using training population sizes and cross-validation."
5.2625,review,239,BM-USE-CROSS,USE,cross-validation,BM,F1 hybrids,CROSS,296,312,177,187,1,3,0.75,2,"used,using",0,submit_sc_gemini.json;submit_v20_verB_v19_sc.json;submit_v20_verF_sc_only.json,"sis generated 66,265 SNP markers. The markers were used to predict the performance of 204 F1 hybrids from crosses. Additive and dominance models were constructed and tested using training population sizes and cross-validation."
5.2625,review,263,BM-USE-CROSS,USE,genetic map,BM,RIL population,CROSS,127,138,161,175,1,3,0.75,2,"using,developed",3,submit_sc_gemini.json;submit_v20_verB_v19_sc.json;submit_v20_verF_sc_only.json,"ing resistance and yield in foxtail millet. To identify QTL and candidate genes for PH, a genetic map was developed using a RIL population from a cross between Aininghuang and Jingu 21. PH data and BLUP variations were collected from nine environments and three development stages."
5.2625,review,47,VAR-OCI-GST,OCI,Jingu 21,VAR,two grain-filling stages,GST,89,97,154,178,1,3,0.75,2,"during,stage",0,submit_v38_llm_no_rel.json;submit_v38_llm_qtl.json;submit_v38_llm_strict.json,"Integrated metabolomic and transcriptomic analyses compared two cultivars, elite variety Jingu 21 (JG21) and traditional landrace Niumaobai (NMB), during two grain-filling stages. 552 metabolites were identified, with 144 differentially abundant."
5.2625,review,47,VAR-OCI-GST,OCI,Niumaobai,VAR,two grain-filling stages,GST,130,139,154,178,1,3,0.75,2,"during,stage",0,submit_v38_llm_no_rel.json;submit_v38_llm_qtl.json;submit_v38_llm_strict.json,"c analyses compared two cultivars, elite variety Jingu 21 (JG21) and traditional landrace Niumaobai (NMB), during two grain-filling stages. 552 metabolites were identified, with 144 differentially abundant."
5.25,review,184,GENE-LOI-CROSS,LOI,Pc39,GENE,RIL populations,CROSS,0,4,23,38,0,3,0.75,2,"mapped,linkage",2,submit_sc_gemini.json;submit_v20_verF_sc_only.json;submit_v9_targeted.json,"Pc39 was mapped in two RIL populations: AC Assiniboia/MN841801 and AC Medallion/MN841801. SNP markers for Pc39 postulation in oat germplasm were identified. Pc39 was mapped to a linkage group with 16 SNP markers,"
5.2,review,371,MRK-LOI-QTL,LOI,SB5069,MRK,qSFW9,QTL,336,342,179,184,16,4,1.0,1,interval,6,submit_optimized.json;submit_v2.json;submit_v3.json;submit_v4.json,"itions. Phenotypic variation explained (PVE) ranged from 4.16% to 20.42%. Six QTLs (qTB6, qSFW9, qJW9, qBrix2, qBrix10, qSTI-Brix9) were main effect QTLs controlling salt tolerance with PVE > 10%. qSFW9 and qJW9 colocalized in the marker interval SB5069-UGSM18. Their PVEs were 17.70% and 14.20%, respectively, with positive effects from L-Tian."
5.2,review,371,MRK-LOI-QTL,LOI,UGSM18,MRK,qSFW9,QTL,343,349,179,184,16,4,1.0,1,interval,6,submit_optimized.json;submit_v2.json;submit_v3.json;submit_v4.json,"itions. Phenotypic variation explained (PVE) ranged from 4.16% to 20.42%. Six QTLs (qTB6, qSFW9, qJW9, qBrix2, qBrix10, qSTI-Brix9) were main effect QTLs controlling salt tolerance with PVE > 10%. qSFW9 and qJW9 colocalized in the marker interval SB5069-UGSM18. Their PVEs were 17.70% and 14.20%, respectively, with positive effects from L-Tian."
5.2,review,371,MRK-LOI-QTL,LOI,SB5069,MRK,qJW9,QTL,336,342,186,190,16,4,1.0,1,interval,6,submit_optimized.json;submit_v2.json;submit_v3.json;submit_v4.json,"Phenotypic variation explained (PVE) ranged from 4.16% to 20.42%. Six QTLs (qTB6, qSFW9, qJW9, qBrix2, qBrix10, qSTI-Brix9) were main effect QTLs controlling salt tolerance with PVE > 10%. qSFW9 and qJW9 colocalized in the marker interval SB5069-UGSM18. Their PVEs were 17.70% and 14.20%, respectively, with positive effects from L-Tian."
5.2,review,371,MRK-LOI-QTL,LOI,UGSM18,MRK,qJW9,QTL,343,349,186,190,16,4,1.0,1,interval,6,submit_optimized.json;submit_v2.json;submit_v3.json;submit_v4.json,"Phenotypic variation explained (PVE) ranged from 4.16% to 20.42%. Six QTLs (qTB6, qSFW9, qJW9, qBrix2, qBrix10, qSTI-Brix9) were main effect QTLs controlling salt tolerance with PVE > 10%. qSFW9 and qJW9 colocalized in the marker interval SB5069-UGSM18. Their PVEs were 17.70% and 14.20%, respectively, with positive effects from L-Tian."
5.1875,review,15,GENE-LOI-QTL,LOI,Target genes,GENE,QTLs,QTL,135,147,158,162,15,4,1.0,1,linked,1,submit_optimized.json;submit_v3.json;submit_v4.json;submit_v5.json,"y, Plant Ontology, Growth Ontology, Environment Ontology) integrated drought information. Target genes linked to QTLs controlling yield and stress tolerance in sorghum (Sorghum bicolor) and related species were identified."
5.1875,review,201,ABS-AFF-VAR,AFF,drought stress,ABS,Longyan 3,VAR,6,20,98,107,15,4,1.0,1,tolerance,9,submit_sc_gemini.json;submit_v20_verB_v19_sc.json;submit_v20_verF_sc_only.json;submit_v21_elite.json,"Under drought stress, auxin, cytokinin, and brassinosteroid signaling pathways were suppressed in Longyan 3. Abscisic acid and jasmonic acid signaling pathways were activated in DA92-2F6. Upregulated PP2C, ABF, SNRK2, GID1, JAZ, and MYC2 genes may enhance drought tolerance in DA92-2F6."
5.175,review,249,CROSS-HAS-TRT,HAS,population,CROSS,grain HIS content,TRT,84,94,4,21,14,4,1.0,1,with,1,submit_optimized.json;submit_v3.json;submit_v4.json;submit_v5.json,The grain HIS content of Schooner No. 3 was 0.21 mg/g. The grain HIS content of the population ranged from 0.23 to 0.54 mg/g. Genetic linkage maps for seven barley chromosomes were constructed using 180 SSR markers. The total genetic distance was 2671.03 cM with an average
5.175,review,48,CROSS-HAS-TRT,HAS,F-6 RIL population,CROSS,leaf blast reactions,TRT,3,21,73,93,14,4,1.0,1,phenotype,0,submit_v15_glm.json;submit_v38_llm_no_rel.json;submit_v38_llm_qtl.json;submit_v38_llm_strict.json,"An F-6 RIL population from the cross Yugu 5 x Jigu 31 was phenotyped for leaf blast reactions in six field trials. An ultra-density genetic linkage map was constructed using 35,065 SNP markers from sequencing the RIL population."
5.1625,review,26,BM-AFF-TRT,AFF,RAD-seq,BM,plant height,TRT,132,139,171,183,33,5,1.25,0,,2,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,"using a recombinant inbred line population between sorghum Tx623A and sudangrass Sa with RAD-seq. QTL mapping was performed for plant height (PH), stem diameter (SD), tiller number (TN), total shoot fresh weight (FW) and total shoot dry weight (DW). The map has 1,065 markers and a total length of 1191.7 cM."
5.1625,review,26,BM-AFF-TRT,AFF,RAD-seq,BM,PH,TRT,132,139,185,187,33,5,1.25,0,,2,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,"using a recombinant inbred line population between sorghum Tx623A and sudangrass Sa with RAD-seq. QTL mapping was performed for plant height (PH), stem diameter (SD), tiller number (TN), total shoot fresh weight (FW) and total shoot dry weight (DW). The map has 1,065 markers and a total length of 1191.7 cM."
5.1625,review,26,BM-AFF-TRT,AFF,RAD-seq,BM,stem diameter,TRT,132,139,190,203,33,5,1.25,0,,2,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,"using a recombinant inbred line population between sorghum Tx623A and sudangrass Sa with RAD-seq. QTL mapping was performed for plant height (PH), stem diameter (SD), tiller number (TN), total shoot fresh weight (FW) and total shoot dry weight (DW). The map has 1,065 markers and a total length of 1191.7 cM."
5.1625,review,26,BM-AFF-TRT,AFF,RAD-seq,BM,SD,TRT,132,139,205,207,33,5,1.25,0,,2,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,"using a recombinant inbred line population between sorghum Tx623A and sudangrass Sa with RAD-seq. QTL mapping was performed for plant height (PH), stem diameter (SD), tiller number (TN), total shoot fresh weight (FW) and total shoot dry weight (DW). The map has 1,065 markers and a total length of 1191.7 cM."
5.1625,review,26,BM-AFF-TRT,AFF,RAD-seq,BM,tiller number,TRT,132,139,210,223,33,5,1.25,0,,2,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,"using a recombinant inbred line population between sorghum Tx623A and sudangrass Sa with RAD-seq. QTL mapping was performed for plant height (PH), stem diameter (SD), tiller number (TN), total shoot fresh weight (FW) and total shoot dry weight (DW). The map has 1,065 markers and a total length of 1191.7 cM."
5.1625,review,26,BM-AFF-TRT,AFF,QTL mapping,BM,plant height,TRT,141,152,171,183,33,5,1.25,0,,2,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,"recombinant inbred line population between sorghum Tx623A and sudangrass Sa with RAD-seq. QTL mapping was performed for plant height (PH), stem diameter (SD), tiller number (TN), total shoot fresh weight (FW) and total shoot dry weight (DW). The map has 1,065 markers and a total length of 1191.7 cM."
5.1625,review,26,BM-AFF-TRT,AFF,QTL mapping,BM,PH,TRT,141,152,185,187,33,5,1.25,0,,2,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,"recombinant inbred line population between sorghum Tx623A and sudangrass Sa with RAD-seq. QTL mapping was performed for plant height (PH), stem diameter (SD), tiller number (TN), total shoot fresh weight (FW) and total shoot dry weight (DW). The map has 1,065 markers and a total length of 1191.7 cM."
5.1625,review,26,BM-AFF-TRT,AFF,QTL mapping,BM,stem diameter,TRT,141,152,190,203,33,5,1.25,0,,2,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,"recombinant inbred line population between sorghum Tx623A and sudangrass Sa with RAD-seq. QTL mapping was performed for plant height (PH), stem diameter (SD), tiller number (TN), total shoot fresh weight (FW) and total shoot dry weight (DW). The map has 1,065 markers and a total length of 1191.7 cM."
5.1625,review,26,BM-AFF-TRT,AFF,QTL mapping,BM,SD,TRT,141,152,205,207,33,5,1.25,0,,2,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,"recombinant inbred line population between sorghum Tx623A and sudangrass Sa with RAD-seq. QTL mapping was performed for plant height (PH), stem diameter (SD), tiller number (TN), total shoot fresh weight (FW) and total shoot dry weight (DW). The map has 1,065 markers and a total length of 1191.7 cM."
5.1625,review,26,BM-AFF-TRT,AFF,QTL mapping,BM,tiller number,TRT,141,152,210,223,33,5,1.25,0,,2,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,"recombinant inbred line population between sorghum Tx623A and sudangrass Sa with RAD-seq. QTL mapping was performed for plant height (PH), stem diameter (SD), tiller number (TN), total shoot fresh weight (FW) and total shoot dry weight (DW). The map has 1,065 markers and a total length of 1191.7 cM."
5.1625,review,26,BM-AFF-TRT,AFF,QTL mapping,BM,TN,TRT,141,152,225,227,33,5,1.25,0,,2,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,"recombinant inbred line population between sorghum Tx623A and sudangrass Sa with RAD-seq. QTL mapping was performed for plant height (PH), stem diameter (SD), tiller number (TN), total shoot fresh weight (FW) and total shoot dry weight (DW). The map has 1,065 markers and a total length of 1191.7 cM."
5.1625,review,26,BM-AFF-TRT,AFF,QTL mapping,BM,total shoot fresh weight,TRT,141,152,230,254,33,5,1.25,0,,2,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,"recombinant inbred line population between sorghum Tx623A and sudangrass Sa with RAD-seq. QTL mapping was performed for plant height (PH), stem diameter (SD), tiller number (TN), total shoot fresh weight (FW) and total shoot dry weight (DW). The map has 1,065 markers and a total length of 1191.7 cM."
5.1625,review,74,BM-AFF-TRT,AFF,Lipidome,BM,membrane lipids,TRT,0,8,77,92,33,5,1.25,0,,6,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,Lipidome and transcriptome analyses were applied to analyze the responses of membrane lipids to drought stress in two sorghum cultivars: drought-sensitive cv. Hongyingzi and drought-tolerant cv. Kangsi.
5.1625,review,74,BM-AFF-TRT,AFF,transcriptome analyses,BM,membrane lipids,TRT,13,35,77,92,33,5,1.25,0,,6,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,Lipidome and transcriptome analyses were applied to analyze the responses of membrane lipids to drought stress in two sorghum cultivars: drought-sensitive cv. Hongyingzi and drought-tolerant cv. Kangsi.
5.1625,review,111,BM-AFF-TRT,AFF,marker-assisted selection,BM,PW,TRT,36,61,94,96,33,5,1.25,0,,3,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,"Five new markers were developed for marker-assisted selection. QTLs including qPC7-2 for PC, qPW5-1 for PW and qPH5-2 for PH were verified via correlation analysis of markers to traits in the natural population and the advanced generation population AJF(5) derived from the mapping po"
5.1625,review,111,BM-AFF-TRT,AFF,marker-assisted selection,BM,PH,TRT,36,61,112,114,33,5,1.25,0,,3,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,"Five new markers were developed for marker-assisted selection. QTLs including qPC7-2 for PC, qPW5-1 for PW and qPH5-2 for PH were verified via correlation analysis of markers to traits in the natural population and the advanced generation population AJF(5) derived from the mapping population by single"
5.1625,review,135,BM-AFF-TRT,AFF,transcriptome,BM,isoflavonoid biosynthesis,TRT,346,359,244,269,33,5,1.25,0,,0,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,the flavonoid biosynthesis pathway. Differentially expressed metabolites were related to isoflavonoid biosynthesis and flavonoid biosynthesis. q-PCR results of key genes were consistent with transcriptome expression results.
5.1625,review,144,BM-AFF-TRT,AFF,Transcriptome,BM,tillering,TRT,111,124,189,198,33,5,1.25,0,,0,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,d genomic regions for tiller development. GWAS provided insights into genetic variations. Transcriptome analyses revealed gene expression and regulatory mechanisms for tillering. Integration of these approaches identified key genetic loci and expression patterns.
